RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VTANEM-NA1,9,IGLDB3A,10.0,PCACE3A,13999.0,60.0
VTANEM-NA1,10,PCACE3A,11.0,POLCE3A,14457.0,40.0
VTANEM-NA1,11,POLCE3A,12.0,ERVCE3A,14781.0,30.0
VTANEM-NA1,12,ERVCE3A,13.0,ESTAMAA,15134.0,40.0
VTANEP-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANEP-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANEP-NA2,3,OJOAG2A,4.0,FULCB1A,2298.0,40.0
VTANEP-NA2,4,FULCB1A,5.0,EPUSI1A,2660.0,40.0
VTANEP-NA2,5,EPUSI1A,6.0,POLIC1A,3051.0,30.0
VTANEP-NA2,6,POLIC1A,7.0,ESCSL2A,3382.0,30.0
VTANEP-NA2,7,ESCSL2A,8.0,ET4SL2A,3667.0,40.0
VTANEP-NA2,8,ET4SL2A,9.0,C10SL2A,3830.0,40.0
VTANEP-NA2,9,C10SL2A,10.0,GUASL2A,3975.0,40.0
VTANEP-NA2,10,GUASL2A,11.0,STMSL2A,4373.0,30.0
VTANEP-NA2,11,STMSL2A,12.0,SANTA2A,4733.0,40.0
VTANEP-NA2,12,SANTA2A,13.0,PODERTA,5318.0,40.0
VTANL2-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANL2-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANL2-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANL2-NA1,4,TINCN1A,5.0,JPACE4A,11591.0,60.0
VTANL2-NA1,5,JPACE4A,6.0,LOCER1A,12236.0,60.0
VTANL2-NA1,6,LOCER1A,7.0,CEVTM1A,12717.0,60.0
VTANL2-NA1,7,CEVTM1A,8.0,LPAVA2A,13542.0,60.0
VTANM1-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANM1-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANM1-NA2,3,OJOAG2A,4.0,PINCB2A,2072.0,40.0
VTANM1-NA2,4,PINCB2A,5.0,ISMCB2A,2321.0,40.0
VTANM1-NA2,5,ISMCB2A,6.0,VILCB2A,2665.0,40.0
VTANM1-NA2,6,VILCB2A,7.0,ENTMP2A,3295.0,40.0
VTANM1-NA2,7,ENTMP2A,8.0,CORMP2A,3760.0,40.0
VTANM1-NA2,8,CORMP2A,9.0,MANOP2A,4279.0,40.0
VTANM1-NA2,9,MANOP2A,10.0,MANOP1A,4937.0,40.0
VTANMC-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANMC-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANMC-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANMC-NA1,4,TINCN1A,5.0,GMSCN1A,12266.0,80.0
VTANMC-NA1,5,GMSCN1A,6.0,AVNCE4A,12546.0,60.0
VTANMC-NA1,6,AVNCE4A,7.0,MSOCE1A,12839.0,60.0
VTANMC-NA1,7,MSOCE1A,8.0,PERVE3A,13437.0,60.0
VTANMC-NA1,8,PERVE3A,9.0,IGLDB3A,13711.0,60.0
VTANMC-NA1,9,IGLDB3A,10.0,PCACE3A,13999.0,60.0
VTANMC-NA1,10,PCACE3A,11.0,POLCE3A,14457.0,40.0
VTANMC-NA1,11,POLCE3A,12.0,MERMACA,15513.0,60.0
VTANP7-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANP7-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANP7-NA2,3,OJOAG2A,4.0,SANSI2A,1686.0,40.0
VTANP7-NA2,4,SANSI2A,5.0,PUESI2A,2304.0,40.0
VTANP7-NA2,5,PUESI2A,6.0,POLSI2A,2777.0,30.0
VTANPC-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANPC-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANPC-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANPC-NA1,4,TINCN1A,5.0,CIBAN1A,16488.0,60.0
VTANPC-NA1,5,CIBAN1A,6.0,PACHO  ,18524.0,40.0
VTANPH-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANPH-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANPH-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANPH-NA1,4,TINCN1A,5.0,PACUR  ,13886.0,40.0
VTANPN-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANPN-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANPN-NA2,3,OJOAG2A,4.0,FULCB1A,2298.0,40.0
VTANPN-NA2,4,FULCB1A,5.0,EPUSI1A,2660.0,40.0
VTANPN-NA2,5,EPUSI1A,6.0,POLIC1A,3051.0,30.0
VTANPT-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANPT-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANPT-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANPT-NA1,4,TINCN1A,5.0,JPACE4A,11591.0,60.0
VTANPT-NA1,5,JPACE4A,6.0,LOCER1A,12236.0,60.0
VTANPT-NA1,6,LOCER1A,7.0,CEVTM1A,12717.0,60.0
VTANPT-NA1,7,CEVTM1A,8.0,URRACCA,14651.0,60.0
VTANPT-NA1,8,URRACCA,9.0,C41CT3A,15622.0,60.0
VTANPT-NA1,9,C41CT3A,10.0,C49CT3A,16536.0,60.0
VTANPT-NA1,10,C49CT3A,11.0,PAICT2A,17084.0,60.0
VTANPT-NA1,11,PAICT2A,12.0,PAICT1A,17706.0,60.0
VTANPU-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANPU-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANPU-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANPU-NA1,4,TINCN1A,5.0,JPACE4A,11591.0,60.0
VTANPU-NA1,5,JPACE4A,6.0,LOCER1A,12236.0,60.0
VTANPU-NA1,6,LOCER1A,7.0,CEVTM1A,12717.0,60.0
VTANPU-NA1,7,CEVTM1A,8.0,URRACCA,14651.0,60.0
VTANS1-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANS1-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANS1-NA2,3,OJOAG2A,4.0,FULCB1A,2298.0,40.0
VTANS1-NA2,4,FULCB1A,5.0,EPUSI1A,2660.0,40.0
VTANS1-NA2,5,EPUSI1A,6.0,POLIC1A,3051.0,30.0
VTANS1-NA2,6,POLIC1A,7.0,CSTSL2A,3116.0,40.0
VTANS1-NA2,7,CSTSL2A,8.0,ETAP11A,3425.0,40.0
VTANST-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANST-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANST-NA2,3,OJOAG2A,4.0,FULCB1A,2298.0,40.0
VTANST-NA2,4,FULCB1A,5.0,EPUSI1A,2660.0,40.0
VTANST-NA2,5,EPUSI1A,6.0,POLIC1A,3051.0,30.0
VTANST-NA2,6,POLIC1A,7.0,CSTSL2A,3116.0,40.0
VTANST-NA2,7,CSTSL2A,8.0,ESCSL2A,3447.0,30.0
VTANST-NA2,8,ESCSL2A,9.0,ET4SL2A,3732.0,40.0
VTANST-NA2,9,ET4SL2A,10.0,C10SL2A,3895.0,40.0
VTANST-NA2,10,C10SL2A,11.0,GUASL2A,4040.0,40.0
VTANST-NA2,11,GUASL2A,12.0,STMSL2A,4438.0,30.0
VTANST-NA2,12,STMSL2A,13.0,SANTA2A,4798.0,40.0
VTANST-NA2,13,SANTA2A,14.0,ESTASLA,5177.0,40.0
VTANTE-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANTE-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANTE-NA2,3,OJOAG2A,4.0,FULCB1A,2298.0,40.0
VTANTE-NA2,4,FULCB1A,5.0,EPUSI1A,2660.0,40.0
VTANTE-NA2,5,EPUSI1A,6.0,POLIC1A,3051.0,30.0
VTANTE-NA2,6,POLIC1A,7.0,ESCSL2A,3382.0,30.0
VTANTE-NA2,7,ESCSL2A,8.0,ET4SL2A,3667.0,40.0
VTANTE-NA2,8,ET4SL2A,9.0,C10SL2A,3830.0,40.0
VTANTE-NA2,9,C10SL2A,10.0,GUASL2A,3975.0,40.0
VTANTE-NA2,10,GUASL2A,11.0,STMSL2A,4373.0,30.0
VTANTE-NA2,11,STMSL2A,12.0,SANTA2A,4733.0,40.0
VTANTE-NA2,12,SANTA2A,13.0,ESTATCA,5669.0,40.0
VTANTR-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANTR-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANTR-NA2,3,OJOAG2A,4.0,FULCB1A,2298.0,40.0
VTANTR-NA2,4,FULCB1A,5.0,EPUSI1A,2660.0,40.0
VTANTR-NA2,5,EPUSI1A,6.0,POLIC1A,3051.0,30.0
VTANTR-NA2,6,POLIC1A,7.0,CSTSL2A,3116.0,40.0
VTANTR-NA2,7,CSTSL2A,8.0,ESCSL2A,3447.0,30.0
VTANTR-NA2,8,ESCSL2A,9.0,ET4SL2A,3732.0,40.0
VTANTR-NA2,9,ET4SL2A,10.0,C10SL2A,3895.0,40.0
VTANTR-NA2,10,C10SL2A,11.0,GUASL2A,4040.0,40.0
VTANTR-NA2,11,GUASL2A,12.0,STMSL2A,4438.0,30.0
VTANTR-NA2,12,STMSL2A,13.0,SANTA2A,4798.0,40.0
VTANTR-NA2,13,SANTA2A,14.0,SANTA2A,5158.0,40.0
VTANTR-NA2,14,SANTA2A,15.0,CSTCA1A,5662.0,30.0
VTANTR-NA2,15,CSTCA1A,16.0,CC5TC1A,6058.0,40.0
VTANTR-NA2,16,CC5TC1A,17.0,MIRTC1A,6429.0,40.0
VTANTR-NA2,17,MIRTC1A,18.0,TTOTC1A,6720.0,40.0
VTANVV-NA1,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTANVV-NA1,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTANVV-NA1,3,OJOAG2A,4.0,TINCN1A,3824.0,80.0
VTANVV-NA1,4,TINCN1A,5.0,GMSCN1A,12266.0,80.0
VTANVV-NA1,5,GMSCN1A,6.0,VVETK2A,14243.0,60.0
VTARAC-NA2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTARAE-NA2,1,TABLA3A,2.0,ANDINTA,740.0,20.0
VTARAE-NA2,2,ANDINTA,3.0,ESTAN2A,970.0,60.0
VTARCAZ-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARCAZ-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARCAZ-N2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTARCAZ-N2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTARCAZ-N2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTARCAZ-N2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTARCAZ-N2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTARCAZ-N2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTARCAZ-N2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTARCAZ-N2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTARCAZ-N2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTARCAZ-N2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTARCAZ-N2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTARCAZ-N2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTARCAZ-N2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTARCAZ-N2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTARCAZ-N2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTARCAZ-N2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTARCAZ-N2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTARCAZ-N2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTARCAZ-N2,21,ROQTK2A,22.0,EALCDIA,10019.0,30.0
VTARCBN-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARCBN-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARCBN-N2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTARCBN-N2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTARCBN-N2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTARCBN-N2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTARCBN-N2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTARCBN-N2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTARCBN-N2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTARCBN-N2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTARCBN-N2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTARCBN-N2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTARCBN-N2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTARCBN-N2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTARCBN-N2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTARCBN-N2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTARCBN-N2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTARCBN-N2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTARCBN-N2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTARCBN-N2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTARCBN-N2,21,ROQTK2A,22.0,ADITK2A,9924.0,60.0
VTARCBN-N2,22,ADITK2A,23.0,VGRTK2A,10826.0,60.0
VTARCBN-N2,23,VGRTK2A,24.0,BALTK2A,11348.0,60.0
VTARCBN-N2,24,BALTK2A,25.0,PANTK2A,11891.0,60.0
VTARCBN-N2,25,PANTK2A,26.0,NVATK2A,12385.0,60.0
VTARCBN-N2,26,NVATK2A,27.0,ANCTK2A,12901.0,60.0
VTARCBN-N2,27,ANCTK2A,28.0,CANTK2A,13525.0,60.0
VTARCBN-N2,28,CANTK2A,29.0,HCRTK2A,14030.0,60.0
VTARCBN-N2,29,HCRTK2A,30.0,VINTK2A,14326.0,60.0
VTARCBN-N2,30,VINTK2A,31.0,SANVI2A,15236.0,60.0
VTARCBN-N2,31,SANVI2A,32.0,ABUTK2A,15621.0,60.0
VTARCBN-N2,32,ABUTK2A,33.0,UNITK2A,15975.0,60.0
VTARCBN-N2,33,UNITK2A,34.0,GRATK2A,16366.0,60.0
VTARCBN-N2,34,GRATK2A,35.0,PEDTK2A,16849.0,60.0
VTARCBN-N2,35,PEDTK2A,36.0,LONTK2A,17321.0,60.0
VTARCBN-N2,36,LONTK2A,37.0,LLCTK4A,17727.0,60.0
VTARCBN-N2,37,LLCTK4A,38.0,ECRTK2A,17897.0,60.0
VTARCBN-N2,38,ECRTK2A,39.0,DONBN2A,18137.0,60.0
VTARCC6-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARCC6-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARCC6-N2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTARCC6-N2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTARCC6-N2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTARCC6-N2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTARCC6-N2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTARCC6-N2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTARCC6-N2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTARCC6-N2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTARCC6-N2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTARCC6-N2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTARCC6-N2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTARCC6-N2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTARCC6-N2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTARCC6-N2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTARCC6-N2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTARCC6-N2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTARCC6-N2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTARCC6-N2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTARCC6-N2,21,ROQTK2A,22.0,ADITK2A,9924.0,60.0
VTARCC6-N2,22,ADITK2A,23.0,VGRTK2A,10826.0,60.0
VTARCC6-N2,23,VGRTK2A,24.0,BALTK2A,11348.0,60.0
VTARCC6-N2,24,BALTK2A,25.0,PANTK2A,11891.0,60.0
VTARCC6-N2,25,PANTK2A,26.0,NVATK2A,12385.0,60.0
VTARCC6-N2,26,NVATK2A,27.0,ANCTK2A,12901.0,60.0
VTARCC6-N2,27,ANCTK2A,28.0,CANTK2A,13525.0,60.0
VTARCC6-N2,28,CANTK2A,29.0,HCRTK2A,14030.0,60.0
VTARCC6-N2,29,HCRTK2A,30.0,VINTK2A,14326.0,60.0
VTARCC6-N2,30,VINTK2A,31.0,SANVI2A,15236.0,60.0
VTARCC6-N2,31,SANVI2A,32.0,ABUTK2A,15621.0,60.0
VTARCC6-N2,32,ABUTK2A,33.0,UNITK2A,15975.0,60.0
VTARCC6-N2,33,UNITK2A,34.0,GRATK2A,16366.0,60.0
VTARCC6-N2,34,GRATK2A,35.0,PEDTK2A,16849.0,60.0
VTARCC6-N2,35,PEDTK2A,36.0,LONTK2A,17321.0,60.0
VTARCC6-N2,36,LONTK2A,37.0,LLCTK4A,17727.0,60.0
VTARCC6-N2,37,LLCTK4A,38.0,ECRTK2A,17897.0,60.0
VTARCC6-N2,38,ECRTK2A,39.0,DONBN2A,18137.0,60.0
VTARCC6-N2,39,DONBN2A,40.0,CARTK2A,18704.0,60.0
VTARCC6-N2,40,CARTK2A,41.0,TROTK2A,19548.0,60.0
VTARCC6-N2,41,TROTK2A,42.0,CHCTK2A,20565.0,60.0
VTARCC6-N2,42,CHCTK2A,43.0,VEGTK2A,21520.0,60.0
VTARCC6-N2,43,VEGTK2A,44.0,EROTK2A,21728.0,60.0
VTARCC6-N2,44,EROTK2A,45.0,BEATK2A,21951.0,60.0
VTARCC6-N2,45,BEATK2A,46.0,ABETK2A,22272.0,60.0
VTARCC6-N2,46,ABETK2A,47.0,VLITK2A,23200.0,60.0
VTARCC6-N2,47,VLITK2A,48.0,LPATK2A,23585.0,60.0
VTARCC6-N2,48,LPATK2A,49.0,ICHTK4A,24221.0,60.0
VTARCC6-N2,49,ICHTK4A,50.0,CANCP1A,24409.0,40.0
VTARCCH-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARCCH-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARCCH-N2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTARCCH-N2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTARCCH-N2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTARCCH-N2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTARCCH-N2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTARCCH-N2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTARCCH-N2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTARCCH-N2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTARCCH-N2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTARCCH-N2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTARCCH-N2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTARCCH-N2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTARCCH-N2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTARCCH-N2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTARCCH-N2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTARCCH-N2,18,CABTK2A,19.0,CIUCB2A,8474.0,60.0
VTARCCH-N2,19,CIUCB2A,20.0,VCUTK2A,9060.0,60.0
VTARCCH-N2,20,VCUTK2A,21.0,ROQTK2A,9387.0,60.0
VTARCCH-N2,21,ROQTK2A,22.0,ADITK2A,9924.0,60.0
VTARCCH-N2,22,ADITK2A,23.0,VGRTK2A,10826.0,60.0
VTARCCH-N2,23,VGRTK2A,24.0,BALTK2A,11348.0,60.0
VTARCCH-N2,24,BALTK2A,25.0,PANTK2A,11891.0,60.0
VTARCCH-N2,25,PANTK2A,26.0,NVATK2A,12385.0,60.0
VTARCCH-N2,26,NVATK2A,27.0,ANCTK2A,12901.0,60.0
VTARCCH-N2,27,ANCTK2A,28.0,CANTK2A,13525.0,60.0
VTARCCH-N2,28,CANTK2A,29.0,HCRTK2A,14030.0,60.0
VTARCCH-N2,29,HCRTK2A,30.0,VINTK2A,14326.0,60.0
VTARCCH-N2,30,VINTK2A,31.0,SANVI2A,15236.0,60.0
VTARCCH-N2,31,SANVI2A,32.0,ABUTK2A,15621.0,60.0
VTARCCH-N2,32,ABUTK2A,33.0,UNITK2A,15975.0,60.0
VTARCCH-N2,33,UNITK2A,34.0,GRATK2A,16366.0,60.0
VTARCCH-N2,34,GRATK2A,35.0,PEDTK2A,16849.0,60.0
VTARCCH-N2,35,PEDTK2A,36.0,LONTK2A,17321.0,60.0
VTARCCH-N2,36,LONTK2A,37.0,LLCTK4A,17727.0,60.0
VTARCCH-N2,37,LLCTK4A,38.0,ECRTK2A,17897.0,60.0
VTARCCH-N2,38,ECRTK2A,39.0,DONBN2A,18137.0,60.0
VTARCCH-N2,39,DONBN2A,40.0,CARTK2A,18704.0,60.0
VTARCCH-N2,40,CARTK2A,41.0,TROTK2A,19548.0,60.0
VTARCCH-N2,41,TROTK2A,42.0,CHCTK2A,20565.0,60.0
VTARCCH-N2,42,CHCTK2A,43.0,VEGTK2A,21520.0,60.0
VTARCCH-N2,43,VEGTK2A,44.0,EROTK2A,21728.0,60.0
VTARCCH-N2,44,EROTK2A,45.0,BEATK2A,21951.0,60.0
VTARCCH-N2,45,BEATK2A,46.0,ABETK2A,22272.0,60.0
VTARCCH-N2,46,ABETK2A,47.0,VLITK2A,23200.0,60.0
VTARCCH-N2,47,VLITK2A,48.0,LPATK2A,23585.0,60.0
VTARCCH-N2,48,LPATK2A,49.0,ICHTK4A,24221.0,60.0
VTARCCH-N2,49,ICHTK4A,50.0,CHBTK2A,24283.0,60.0
VTARCCH-N2,50,CHBTK2A,51.0,BPJTK2A,24661.0,60.0
VTARCCH-N2,51,BPJTK2A,52.0,POTTK2A,25233.0,60.0
VTARCCH-N2,52,POTTK2A,53.0,VUNTK2A,25431.0,60.0
VTARCCH-N2,53,VUNTK2A,54.0,MADTK2A,25662.0,60.0
VTARCCH-N2,54,MADTK2A,55.0,ALATK2A,25989.0,60.0
VTARCCH-N2,55,ALATK2A,56.0,CHAGR2A,26295.0,60.0
VTARCCH-N2,56,CHAGR2A,57.0,CHAGR1A,31042.0,60.0
VTARCEA-N2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTARCEA-N2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTARCEA-N2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTARCEA-N2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTARCEA-N2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTARCEA-N2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTARCEA-N2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTARCEA-N2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTARCEA-N2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTARCEA-N2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTARCEA-N2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTARCEA-N2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTARCEA-N2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTARCEA-N2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTARCEA-N2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTARCEA-N2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTARCEA-N2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTARCEA-N2,18,CABTK2A,19.0,MECCB2A,8409.0,60.0
VTARCEA-N2,19,MECCB2A,20.0,JUDCB2A,8740.0,40.0
VTARCEA-N2,20,JUDCB2A,21.0,MELCB2A,9181.0,40.0
VTARCEA-N2,21,MELCB2A,22.0,C4BCB2A,9703.0,30.0
VTARCEA-N2,22,C4BCB2A,23.0,C7BCB2A,10040.0,40.0
VTARCEA-N2,23,C7BCB2A,24.0,TERCB2A,10387.0,40.0
VTARCEA-N2,24,TERCB2A,25.0,BOLIV2A,10854.0,40.0
VTARCEA-N2,25,BOLIV2A,26.0,NATCB3A,11100.0,40.0
VTARCEA-N2,26,NATCB3A,27.0,AVFCB2A,11414.0,40.0
VTARCEA-N2,27,AVFCB2A,28.0,BOLCB2A,11660.0,40.0
VTARCEA-N2,28,BOLCB2A,29.0,AMANE1A,12004.0,40.0
VTAREC-NA2,1,TABLA3A,2.0,IBVTK2A,235.0,60.0
VTAREC-NA2,2,IBVTK2A,3.0,OJOAG2A,530.0,60.0
VTAREC-NA2,3,OJOAG2A,4.0,PMACN4A,916.0,60.0
VTAREC-NA2,4,PMACN4A,5.0,ETITK3A,1315.0,40.0
VTAREC-NA2,5,ETITK3A,6.0,CSITK2A,1523.0,60.0
VTAREC-NA2,6,CSITK2A,7.0,MILTK2A,2501.0,60.0
VTAREC-NA2,7,MILTK2A,8.0,CHITK2A,3185.0,60.0
VTAREC-NA2,8,CHITK2A,9.0,CELTK2A,3463.0,60.0
VTAREC-NA2,9,CELTK2A,10.0,ZAITK2A,3776.0,60.0
VTAREC-NA2,10,ZAITK2A,11.0,ULATK2A,4016.0,60.0
VTAREC-NA2,11,ULATK2A,12.0,ROCTK2A,4444.0,60.0
VTAREC-NA2,12,ROCTK2A,13.0,PALTK2A,4712.0,60.0
VTAREC-NA2,13,PALTK2A,14.0,LAJTK2A,5175.0,60.0
VTAREC-NA2,14,LAJTK2A,15.0,GONTK2A,5939.0,60.0
VTAREC-NA2,15,GONTK2A,16.0,EBETK2A,6477.0,60.0
VTAREC-NA2,16,EBETK2A,17.0,FLOTK2A,7070.0,60.0
VTAREC-NA2,17,FLOTK2A,18.0,CABTK2A,7681.0,60.0
VTAREC-NA2,18,CABTK2A,19.0,ESTACAA,8004.0,40.0
VTARGE-NA2,1,TABLA3A,2.0,ESTAN1A,353.0,60.0
VTARGE-NA2,2,ESTAN1A,3.0,SJOTK1A,959.0,60.0
VTARGE-NA2,3,SJOTK1A,4.0,RODTK1A,1265.0,60.0
VTARGE-NA2,4,RODTK1A,5.0,PAZTK1A,1637.0,60.0
